time,lat,lon,u,v
2023-11-04 00:00:00,36.0119,14.5692,0.03749376869334481,-0.08329356254961862
2023-11-04 01:00:00,36.0119,14.5692,0.04135659456330067,-0.13606146681766654
2023-11-04 02:00:00,36.0119,14.5692,0.07785931370446957,-0.11947407794653257
2023-11-04 03:00:00,36.0119,14.5692,0.12728368304247747,-0.12391137842166625
2023-11-04 04:00:00,36.0119,14.5692,0.07782065138800298,-0.15794363323487734
2023-11-04 05:00:00,36.0119,14.5692,0.1128751590522125,-0.14903657148538316
2023-11-04 06:00:00,36.0119,14.5692,0.09080870373041826,-0.24922250730099088
2023-11-04 07:00:00,36.0119,14.5692,0.01257766405451904,-0.5033566326032085
2023-11-04 08:00:00,36.0119,14.5692,0.09438376315110818,-0.13288663890838412
2023-11-04 09:00:00,36.0119,14.5692,0.08283161891097082,-0.10109160930365987
2023-11-04 10:00:00,36.0119,14.5692,0.11458442480485873,0.12774916523942625
2023-11-04 11:00:00,36.0119,14.5692,0.16908855615492296,0.4719021906646167
2023-11-04 12:00:00,36.0119,14.5692,0.2511886951911899,0.9505069589449286
2023-11-04 13:00:00,36.0119,14.5692,0.3657295241436857,1.5827029620533801
2023-11-04 14:00:00,36.0119,14.5692,0.517555725242437,2.3876296919629896
2023-11-04 15:00:00,36.0119,14.5692,0.7115119807174698,3.3844266406467725
2023-11-04 16:00:00,36.0119,14.5692,0.9524429727988103,4.592233300077748
2023-11-04 17:00:00,36.0119,14.5692,1.245193383716485,6.030189162228934
2023-11-04 18:00:00,36.0119,14.5692,1.5946078957005207,7.717433719073347
2023-11-04 19:00:00,36.0119,14.5692,2.005531190980943,9.673106462584006
2023-11-04 20:00:00,36.0119,14.5692,2.4828079517877786,11.916346884733924
2023-11-04 21:00:00,36.0119,14.5692,3.031282860351053,14.466294477496126
2023-11-04 22:00:00,36.0119,14.5692,3.655800598900795,17.342088732843624
2023-11-04 23:00:00,36.0119,14.5692,4.361205849667027,20.562869142749438
