time,lat,lon,u,v
2020-02-25 15:00:00,36.0564,14.5692,0.13017594332440005,-0.05101797439494234
2020-02-25 16:00:00,36.0564,14.5692,0.1272296207926655,-0.00910223931558336
2020-02-25 17:00:00,36.0564,14.5692,0.06546669589033056,0.00013203386469790197
2020-02-25 18:00:00,36.0564,14.5692,0.009259878815200965,-0.012973730450562274
2020-02-25 19:00:00,36.0564,14.5692,-0.012419962672389605,0.008598943111425218
2020-02-25 20:00:00,36.0564,14.5692,-0.009068793381369013,0.018406416483168975
2020-02-25 21:00:00,36.0564,14.5692,0.01131005761934392,0.02532807039238061
2020-02-25 22:00:00,36.0564,14.5692,0.025530825666010844,0.08249135960326064
2020-02-25 23:00:00,36.0564,14.5692,0.025956687122926706,0.06286774221002876
2020-02-26 00:00:00,36.0564,14.5692,0.04367467395374146,0.09535822826728618
2020-02-26 01:00:00,36.0564,14.5692,0.040916057534510046,0.1161875253479991
2020-02-26 02:00:00,36.0564,14.5692,0.03881775433389608,0.11978595359317398
2020-02-26 03:00:00,36.0564,14.5692,0.04225264073915496,0.10961733431725013
2020-02-26 04:00:00,36.0564,14.5692,0.04380880148143047,0.11024979058611925
2020-02-26 05:00:00,36.0564,14.5692,0.03770896451166836,0.09767283340746774
2020-02-26 06:00:00,36.0564,14.5692,0.008365222292170443,0.08403664402124171
2020-02-26 07:00:00,36.0564,14.5692,0.008881996165232846,0.05711395550303193
2020-02-26 08:00:00,36.0564,14.5692,0.03618830826424712,0.03712509729998441
2020-02-26 09:00:00,36.0564,14.5692,0.0764791908721435,0.008318408956398494
2020-02-26 10:00:00,36.0564,14.5692,0.09840345670023029,0.0002702251979017922
2020-02-26 11:00:00,36.0564,14.5692,0.10674996638250153,-0.052619351971131
2020-02-26 12:00:00,36.0564,14.5692,0.09918412830740561,-0.07960183886725372
2020-02-26 13:00:00,36.0564,14.5692,0.06957752300460875,-0.07253553759213133
2020-02-26 14:00:00,36.0564,14.5692,0.15433294571242853,-0.07284226294875612
2020-02-26 15:00:00,36.0564,14.5692,0.12648307341723297,-0.06410993710811617
2020-02-26 16:00:00,36.0564,14.5692,0.14397524082242322,-0.06062481728592277
2020-02-26 17:00:00,36.0564,14.5692,0.12902801560557883,-0.052910279227425736
2020-02-26 18:00:00,36.0564,14.5692,0.12688723796752147,0.06252220577885681
2020-02-26 19:00:00,36.0564,14.5692,0.11833463756425552,0.049363932789357114
2020-02-26 20:00:00,36.0564,14.5692,0.1387894280414863,0.07760288908669107
2020-02-26 21:00:00,36.0564,14.5692,0.13463592915412326,0.024566009015580866
2020-02-26 22:00:00,36.0564,14.5692,0.12586968925019767,-0.015788267983299416
2020-02-26 23:00:00,36.0564,14.5692,0.11463270582094419,0.00047662969746529896
2020-02-27 00:00:00,36.0564,14.5692,0.08679325396288678,0.00705782827676197
2020-02-27 01:00:00,36.0564,14.5692,0.08963830525890312,0.018364260200097286
2020-02-27 02:00:00,36.0564,14.5692,0.13725339565955277,0.031091529155365245
2020-02-27 03:00:00,36.0564,14.5692,0.17293542121821714,0.021619788887632583
2020-02-27 04:00:00,36.0564,14.5692,0.18568520179571057,0.017763420734824162
2020-02-27 05:00:00,36.0564,14.5692,0.179108468313959,0.03074996326322955
2020-02-27 06:00:00,36.0564,14.5692,0.16977626852325384,0.029863609388719216
2020-02-27 07:00:00,36.0564,14.5692,0.17198398778508037,-0.09814449670529433
2020-02-27 08:00:00,36.0564,14.5692,0.18978534543604736,-0.16707642548448473
2020-02-27 09:00:00,36.0564,14.5692,0.18281647032122708,-0.19968892215217682
2020-02-27 10:00:00,36.0564,14.5692,0.1843737674374625,-0.16487583994576888
2020-02-27 11:00:00,36.0564,14.5692,0.1787100606243657,-0.07362397082723648
2020-02-27 12:00:00,36.0564,14.5692,0.17904251774533364,-0.16144144786118247
2020-02-27 13:00:00,36.0564,14.5692,0.1746921139953696,-0.12523454056037012
2020-02-27 14:00:00,36.0564,14.5692,0.17527646030754335,-0.16755014803039864
2020-02-27 15:00:00,36.0564,14.5692,0.17239039281802815,-0.07631739718109652
2020-02-27 16:00:00,36.0564,14.5692,0.17682194960108882,-0.03456556042132487
2020-02-27 17:00:00,36.0564,14.5692,0.17714289547757178,-0.05921342990085155
2020-02-27 20:00:00,36.0564,14.5692,0.24990201234852236,-0.026613548355666133
2020-02-27 21:00:00,36.0564,14.5692,0.2706158968970426,-0.06381280030271601
2020-02-28 23:00:00,36.0564,14.5692,0.18916759707380218,-0.1372014811088601
2020-02-29 00:00:00,36.0564,14.5692,0.0902888883890216,-0.09095240116847102
2020-02-29 01:00:00,36.0564,14.5692,0.2723232031242679,-0.15041555860946562
2020-02-29 02:00:00,36.0564,14.5692,0.438410103431877,-0.13356835868432612
2020-02-29 13:00:00,36.0564,14.5692,0.0104055261207921,0.008294639765703722
2020-02-29 14:00:00,36.0564,14.5692,0.008346844245275504,-0.006488700627974037
2020-02-29 15:00:00,36.0564,14.5692,-0.0005473985377395572,-0.021244027833068585
2020-02-29 16:00:00,36.0564,14.5692,0.03403275553102479,-0.04047725103965196
2020-02-29 17:00:00,36.0564,14.5692,0.05941775498738518,-0.06438820802748446
2020-02-29 18:00:00,36.0564,14.5692,0.08561121139260823,-0.14335066374753944
2020-02-29 19:00:00,36.0564,14.5692,0.04797797918855873,-0.1464279938629741
2020-02-29 20:00:00,36.0564,14.5692,0.037574251777471694,-0.11807378014906267
2020-02-29 21:00:00,36.0564,14.5692,0.026090462155103755,-0.10599342543997547
2020-02-29 22:00:00,36.0564,14.5692,-0.021395639337407953,-0.08543517041135161
2020-02-29 23:00:00,36.0564,14.5692,-0.025523574180162562,-0.09697853966775527
2020-03-01 00:00:00,36.0564,14.5692,-0.04339160612656921,-0.04476463159944294
2020-03-01 01:00:00,36.0564,14.5692,-0.003100125750131558,-0.05419771189742156
2020-03-01 02:00:00,36.0564,14.5692,0.006766118578084734,7.623840185041705e-05
2020-03-01 03:00:00,36.0564,14.5692,0.028282160447139392,-0.009317062413328485
2020-03-01 04:00:00,36.0564,14.5692,0.05074320142638065,0.018799343516580934
2020-03-01 05:00:00,36.0564,14.5692,0.059783025791663086,-0.015824233396500707
2020-03-01 06:00:00,36.0564,14.5692,0.07323208058882633,-0.00389073792094806
2020-03-01 07:00:00,36.0564,14.5692,0.09063619904791276,-0.027589946055946328
2020-03-01 08:00:00,36.0564,14.5692,0.050365345351304935,-0.03648391760355308
2020-03-01 09:00:00,36.0564,14.5692,0.05990835942471842,-0.045938666960232584
2020-03-01 10:00:00,36.0564,14.5692,0.057626105566928744,-0.03266933873827356
2020-03-01 11:00:00,36.0564,14.5692,0.0918904615333894,-0.026696579473932846
2020-03-01 12:00:00,36.0564,14.5692,0.10511030121276041,-0.06930675173062581
2020-03-01 13:00:00,36.0564,14.5692,0.08515619541081332,-0.09233227489122148
2020-03-01 14:00:00,36.0564,14.5692,0.058419245320876445,-0.1254136356048303
2020-03-01 15:00:00,36.0564,14.5692,0.043074149401130024,-0.12626555282590524
2020-03-01 16:00:00,36.0564,14.5692,0.008503312857718928,-0.16874619810118013
2020-03-01 17:00:00,36.0564,14.5692,0.053646841055609615,-0.1394072962220876
2020-03-01 18:00:00,36.0564,14.5692,0.040599750168459875,-0.10987200200542335
2020-03-01 19:00:00,36.0564,14.5692,0.021285102981001773,-0.13485720728480863
2020-03-01 20:00:00,36.0564,14.5692,-0.03844976389918956,-0.10268856429328868
2020-03-01 21:00:00,36.0564,14.5692,-0.055385099590421746,-0.09373251461371618
2020-03-01 22:00:00,36.0564,14.5692,-0.0503571471903605,-0.08992362706382623
2020-03-01 23:00:00,36.0564,14.5692,-0.06901811698273812,-0.08639974133878976
2020-03-02 00:00:00,36.0564,14.5692,-0.023531595323240048,-0.04889326119651562
2020-03-02 01:00:00,36.0564,14.5692,-0.07493913953024749,-0.0860019028239553
2020-03-02 02:00:00,36.0564,14.5692,-0.08406203708812683,-0.10877014726204377
2020-03-02 03:00:00,36.0564,14.5692,-0.04916038421544823,-0.06196489669415246
2020-03-02 04:00:00,36.0564,14.5692,-0.04679128919542315,-0.08593260920951361
2020-03-02 05:00:00,36.0564,14.5692,-0.04571493205804729,-0.09609511015811276
2020-03-02 06:00:00,36.0564,14.5692,-0.07303557177622182,-0.09165333904341337
2020-03-02 07:00:00,36.0564,14.5692,-0.050633307579025004,-0.09517169870252418
2020-03-02 08:00:00,36.0564,14.5692,0.007924335045313514,-0.11098692309729119
2020-03-02 09:00:00,36.0564,14.5692,0.0005065378656627299,-0.0745023111440853
2020-03-02 10:00:00,36.0564,14.5692,0.0009815148010598853,-0.09548662669119774
2020-03-02 11:00:00,36.0564,14.5692,-0.0062243132361270775,-0.1133968137475437
2020-03-02 12:00:00,36.0564,14.5692,-0.0444439211570957,-0.07916018134035718
2020-03-02 13:00:00,36.0564,14.5692,-0.025373597234360373,-0.050484100432859974
2020-03-02 14:00:00,36.0564,14.5692,-0.02471238160335134,-0.04261603117442252
2020-03-02 17:00:00,36.0564,14.5692,0.1645959467188297,-0.10355687971951023
2020-03-02 18:00:00,36.0564,14.5692,0.1679499518366929,-0.12003801887227929
2020-03-02 19:00:00,36.0564,14.5692,0.16860953204079593,-0.1047225997672178
2020-03-02 20:00:00,36.0564,14.5692,0.18908540032784626,-0.15166790515933642
2020-03-02 21:00:00,36.0564,14.5692,0.18113729692666838,-0.12725391488976376
2020-03-02 22:00:00,36.0564,14.5692,0.1568985765393467,-0.12766459344608228
2020-03-02 23:00:00,36.0564,14.5692,0.16925146571777439,-0.14706469850007092
2020-03-03 00:00:00,36.0564,14.5692,0.21218492347956558,-0.1635661130636403
2020-03-03 01:00:00,36.0564,14.5692,0.20946294507121008,-0.190270303978519
2020-03-03 02:00:00,36.0564,14.5692,0.18648755595835242,-0.29729623607054967
2020-03-03 03:00:00,36.0564,14.5692,0.1724003351008912,-0.3247522840773311
2020-03-03 04:00:00,36.0564,14.5692,0.15363740279897004,-0.3119029727739291
